hex_id,h3_resolution,acceptance_low,acceptance_medium,acceptance_high,data_status,method_version
8708336b3ffffff,7,0.17,0.359,0.552,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
8708336b4ffffff,7,0.275,0.429,0.642,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
8708336b5ffffff,7,0.178,0.358,0.537,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
8708336b6ffffff,7,0.013,0.223,0.445,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
8708336c0ffffff,7,0.199,0.39,0.598,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
8708336c1ffffff,7,0.204,0.409,0.629,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
8708336c2ffffff,7,0.275,0.426,0.646,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
8708336c3ffffff,7,0.0,0.006,0.204,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
8708336c4ffffff,7,0.268,0.473,0.663,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
8708336c5ffffff,7,0.174,0.363,0.569,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
8708336c6ffffff,7,0.166,0.371,0.568,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
8708336c8ffffff,7,0.055,0.246,0.435,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
8708336c9ffffff,7,0.055,0.248,0.437,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
8708336caffffff,7,0.197,0.356,0.546,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
8708336cbffffff,7,0.023,0.193,0.406,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
8708336ccffffff,7,0.071,0.231,0.405,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
8708336cdffffff,7,0.037,0.207,0.38,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
8708336ceffffff,7,0.226,0.411,0.604,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
8708336d0ffffff,7,0.308,0.496,0.686,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
8708336d1ffffff,7,0.25,0.451,0.629,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
8708336d2ffffff,7,0.251,0.44,0.636,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
8708336d3ffffff,7,0.104,0.278,0.472,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
8708336d4ffffff,7,0.14,0.325,0.541,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
8708336d5ffffff,7,0.224,0.398,0.597,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
8708336d6ffffff,7,0.151,0.304,0.493,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
8708336d8ffffff,7,0.169,0.355,0.539,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
8708336d9ffffff,7,0.132,0.298,0.514,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
8708336daffffff,7,0.007,0.205,0.404,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
8708336dbffffff,7,0.076,0.276,0.496,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
8708336dcffffff,7,0.102,0.304,0.475,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
8708336ddffffff,7,0.173,0.324,0.507,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
8708336deffffff,7,0.132,0.331,0.51,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
8708336e0ffffff,7,0.242,0.407,0.624,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
8708336e1ffffff,7,0.292,0.488,0.708,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
8708336e2ffffff,7,0.0,0.153,0.348,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
8708336e3ffffff,7,0.051,0.22,0.444,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
8708336e4ffffff,7,0.328,0.527,0.709,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
8708336e5ffffff,7,0.135,0.326,0.526,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
8708336e6ffffff,7,0.043,0.223,0.439,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
8708336e8ffffff,7,0.348,0.505,0.69,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
8708336e9ffffff,7,0.0,0.191,0.396,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
8708336eaffffff,7,0.019,0.204,0.399,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
8708336ebffffff,7,0.139,0.337,0.517,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
8708336ecffffff,7,0.077,0.27,0.464,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
8708336edffffff,7,0.144,0.352,0.524,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
8708336eeffffff,7,0.196,0.391,0.583,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
8708336f0ffffff,7,0.19,0.367,0.567,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
8708336f1ffffff,7,0.056,0.264,0.467,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
8708336f2ffffff,7,0.413,0.583,0.784,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
8708336f3ffffff,7,0.049,0.224,0.454,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
8708336f4ffffff,7,0.217,0.374,0.568,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
8708336f5ffffff,7,0.266,0.466,0.641,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
8708336f6ffffff,7,0.031,0.218,0.393,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
870833700ffffff,7,0.147,0.329,0.519,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
870833701ffffff,7,0.09,0.247,0.436,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
870833702ffffff,7,0.182,0.37,0.597,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
870833703ffffff,7,0.226,0.405,0.633,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
870833704ffffff,7,0.104,0.305,0.51,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
870833705ffffff,7,0.114,0.315,0.512,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
870833706ffffff,7,0.229,0.431,0.64,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
870833708ffffff,7,0.221,0.402,0.607,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
870833709ffffff,7,0.274,0.447,0.625,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
87083370affffff,7,0.131,0.285,0.467,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
87083370bffffff,7,0.246,0.449,0.649,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
87083370cffffff,7,0.303,0.456,0.643,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
87083370dffffff,7,0.118,0.302,0.49,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
87083370effffff,7,0.221,0.4,0.623,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
870833710ffffff,7,0.042,0.244,0.464,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
870833711ffffff,7,0.105,0.263,0.483,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
870833712ffffff,7,0.024,0.197,0.412,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
870833713ffffff,7,0.223,0.385,0.579,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
870833714ffffff,7,0.197,0.398,0.627,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
870833715ffffff,7,0.196,0.382,0.561,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
870833716ffffff,7,0.268,0.476,0.647,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
870833718ffffff,7,0.177,0.365,0.553,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
870833719ffffff,7,0.194,0.378,0.598,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
87083371affffff,7,0.203,0.361,0.559,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
87083371bffffff,7,0.333,0.517,0.744,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
87083371cffffff,7,0.175,0.371,0.578,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
87083371dffffff,7,0.123,0.318,0.533,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
87083371effffff,7,0.209,0.404,0.625,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
870833720ffffff,7,0.402,0.553,0.781,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
870833721ffffff,7,0.187,0.396,0.624,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
870833722ffffff,7,0.14,0.323,0.539,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
870833723ffffff,7,0.152,0.352,0.573,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
870833724ffffff,7,0.294,0.467,0.685,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
870833725ffffff,7,0.272,0.454,0.638,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
870833726ffffff,7,0.313,0.468,0.651,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
870833728ffffff,7,0.311,0.492,0.717,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
870833729ffffff,7,0.07,0.271,0.469,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
87083372affffff,7,0.267,0.437,0.635,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
87083372bffffff,7,0.115,0.285,0.511,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
87083372cffffff,7,0.1,0.274,0.474,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
87083372dffffff,7,0.155,0.323,0.522,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
87083372effffff,7,0.304,0.47,0.672,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
870833730ffffff,7,0.153,0.343,0.534,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
870833731ffffff,7,0.251,0.406,0.605,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
870833732ffffff,7,0.168,0.338,0.52,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
870833733ffffff,7,0.071,0.235,0.413,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
870833734ffffff,7,0.269,0.431,0.66,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
870833735ffffff,7,0.33,0.497,0.678,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
870833736ffffff,7,0.412,0.58,0.787,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
870833740ffffff,7,0.241,0.4,0.625,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
870833741ffffff,7,0.284,0.438,0.637,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
870833742ffffff,7,0.23,0.41,0.603,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
870833743ffffff,7,0.0,0.12,0.323,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
870833744ffffff,7,0.288,0.441,0.628,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
870833745ffffff,7,0.317,0.484,0.71,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
870833746ffffff,7,0.143,0.334,0.507,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
870833748ffffff,7,0.0,0.081,0.258,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
870833749ffffff,7,0.133,0.304,0.487,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
87083374affffff,7,0.354,0.516,0.717,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
87083374bffffff,7,0.14,0.346,0.548,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
87083374cffffff,7,0.268,0.442,0.619,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
87083374dffffff,7,0.098,0.291,0.482,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
87083374effffff,7,0.036,0.192,0.394,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
870833750ffffff,7,0.093,0.302,0.516,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
870833751ffffff,7,0.296,0.457,0.686,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
870833752ffffff,7,0.197,0.39,0.601,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
870833753ffffff,7,0.226,0.389,0.562,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
870833754ffffff,7,0.087,0.261,0.474,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
870833755ffffff,7,0.354,0.509,0.717,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
870833756ffffff,7,0.202,0.371,0.594,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
870833758ffffff,7,0.091,0.261,0.467,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
870833759ffffff,7,0.228,0.397,0.622,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
87083375affffff,7,0.138,0.332,0.517,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
87083375bffffff,7,0.139,0.327,0.514,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
87083375cffffff,7,0.397,0.588,0.758,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
87083375dffffff,7,0.267,0.451,0.66,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
87083375effffff,7,0.192,0.388,0.591,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
870833760ffffff,7,0.27,0.479,0.662,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
870833761ffffff,7,0.279,0.43,0.609,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
870833762ffffff,7,0.315,0.491,0.7,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
870833763ffffff,7,0.204,0.355,0.537,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
870833764ffffff,7,0.275,0.462,0.662,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
870833765ffffff,7,0.0,0.122,0.293,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
870833766ffffff,7,0.26,0.45,0.671,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
870833768ffffff,7,0.14,0.308,0.509,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
870833769ffffff,7,0.179,0.385,0.574,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
87083376affffff,7,0.44,0.61,0.786,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
87083376bffffff,7,0.273,0.479,0.688,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
87083376cffffff,7,0.174,0.365,0.566,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
87083376dffffff,7,0.358,0.543,0.744,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
87083376effffff,7,0.347,0.539,0.758,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
870833770ffffff,7,0.186,0.34,0.548,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
870833771ffffff,7,0.195,0.379,0.607,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
870833772ffffff,7,0.251,0.404,0.633,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
870833773ffffff,7,0.098,0.276,0.45,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
870833774ffffff,7,0.267,0.476,0.684,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
870833775ffffff,7,0.197,0.357,0.541,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
870833776ffffff,7,0.143,0.31,0.529,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
870833780ffffff,7,0.364,0.546,0.761,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
870833781ffffff,7,0.263,0.432,0.65,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
870833782ffffff,7,0.159,0.311,0.538,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
870833783ffffff,7,0.274,0.447,0.673,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
870833784ffffff,7,0.08,0.281,0.466,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
870833785ffffff,7,0.251,0.452,0.629,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
870833786ffffff,7,0.402,0.606,0.824,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
870833788ffffff,7,0.314,0.474,0.703,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
